AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionTypeName
2229,2968,901,History Museum - Maharagama,"Main Street, Maharagama, Sri Lanka",Museum
2230,2964,902,Grand Mosque - Jaffna,"Main Street, Jaffna, Sri Lanka",Temple
2231,2964,905,Botanical Garden - Jaffna,"Main Street, Jaffna, Sri Lanka",Park
2232,2964,902,Cathedral - Jaffna,"Main Street, Jaffna, Sri Lanka",Temple
2233,2964,904,Paradise Beach - Jaffna,"Main Street, Jaffna, Sri Lanka",Beach
2234,2988,901,Art Gallery - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam",Museum
2235,2988,901,History Museum - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam",Museum
2236,2988,902,Cathedral - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam",Temple
2237,2988,905,Wildlife Reserve - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam",Park
2238,2982,904,Golden Sand Beach - Brunei,"Main Street, Brunei, Brunei Darussalam",Beach
2239,2982,902,Sacred Shrine - Brunei,"Main Street, Brunei, Brunei Darussalam",Temple
2240,2982,905,Wildlife Reserve - Brunei,"Main Street, Brunei, Brunei Darussalam",Park
2241,2982,903,Local Bazaar - Brunei,"Main Street, Brunei, Brunei Darussalam",Market
2242,2986,902,Grand Mosque - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam",Temple
2243,2986,901,History Museum - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam",Museum
2244,2986,904,Golden Sand Beach - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam",Beach
2245,2986,904,Paradise Beach - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam",Beach
2246,2997,904,Sunset Cove - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia",Beach
2247,2997,903,Flea Market - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia",Market
2248,2997,902,Ancient Temple - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia",Temple
2249,2997,905,Wildlife Reserve - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia",Park
2250,2991,905,National Park - Cambodia,"Main Street, Cambodia, Cambodia",Park
2251,2991,901,Art Gallery - Cambodia,"Main Street, Cambodia, Cambodia",Museum
2252,2991,902,Sacred Shrine - Cambodia,"Main Street, Cambodia, Cambodia",Temple
2253,2991,902,Cathedral - Cambodia,"Main Street, Cambodia, Cambodia",Temple
2254,2995,902,Ancient Temple - Poipet,"Main Street, Poipet, Cambodia",Temple
2255,2995,901,Art Gallery - Poipet,"Main Street, Poipet, Cambodia",Museum
2256,2995,902,Ancient Temple - Poipet,"Main Street, Poipet, Cambodia",Temple
2257,2995,902,Sacred Shrine - Poipet,"Main Street, Poipet, Cambodia",Temple
2258,3000,901,History Museum - Dili District,"Main Street, Dili District, East Timor",Museum
2259,3000,905,National Park - Dili District,"Main Street, Dili District, East Timor",Park
2260,3000,901,Art Gallery - Dili District,"Main Street, Dili District, East Timor",Museum
2261,3000,901,Art Gallery - Dili District,"Main Street, Dili District, East Timor",Museum
2262,3002,903,Night Market - Metiaut,"Main Street, Metiaut, East Timor",Market
2263,3002,901,Science Museum - Metiaut,"Main Street, Metiaut, East Timor",Museum
2264,3002,901,History Museum - Metiaut,"Main Street, Metiaut, East Timor",Museum
2265,3002,902,Cathedral - Metiaut,"Main Street, Metiaut, East Timor",Temple
2266,2999,903,Local Bazaar - Dili,"Main Street, Dili, East Timor",Market
2267,2999,902,Cathedral - Dili,"Main Street, Dili, East Timor",Temple
2268,2999,905,Botanical Garden - Dili,"Main Street, Dili, East Timor",Park
2269,2999,904,Crystal Bay - Dili,"Main Street, Dili, East Timor",Beach
2270,3276,904,Paradise Beach - Tembagapura,"Main Street, Tembagapura, Indonesia",Beach
2271,3276,902,Cathedral - Tembagapura,"Main Street, Tembagapura, Indonesia",Temple
2272,3276,904,Paradise Beach - Tembagapura,"Main Street, Tembagapura, Indonesia",Beach
2273,3276,902,Cathedral - Tembagapura,"Main Street, Tembagapura, Indonesia",Temple
2274,3158,902,Grand Mosque - Manado,"Main Street, Manado, Indonesia",Temple
2275,3158,901,Science Museum - Manado,"Main Street, Manado, Indonesia",Museum
2276,3158,903,Flea Market - Manado,"Main Street, Manado, Indonesia",Market
2277,3158,901,Cultural Heritage Center - Manado,"Main Street, Manado, Indonesia",Museum
2278,3087,904,Paradise Beach - Gili Meno,"Main Street, Gili Meno, Indonesia",Beach
2279,3087,905,Eco Park - Gili Meno,"Main Street, Gili Meno, Indonesia",Park
2280,3087,902,Cathedral - Gili Meno,"Main Street, Gili Meno, Indonesia",Temple
2281,3087,904,Sunset Cove - Gili Meno,"Main Street, Gili Meno, Indonesia",Beach
2282,3298,904,Sunset Cove - Laos,"Main Street, Laos, Laos",Beach
2283,3298,905,Wildlife Reserve - Laos,"Main Street, Laos, Laos",Park
2284,3298,902,Ancient Temple - Laos,"Main Street, Laos, Laos",Temple
2285,3298,903,Local Bazaar - Laos,"Main Street, Laos, Laos",Market
2286,3299,903,Farmers' Market - Luang Namtha,"Main Street, Luang Namtha, Laos",Market
2287,3299,901,Cultural Heritage Center - Luang Namtha,"Main Street, Luang Namtha, Laos",Museum
2288,3299,903,Flea Market - Luang Namtha,"Main Street, Luang Namtha, Laos",Market
2289,3299,904,Crystal Bay - Luang Namtha,"Main Street, Luang Namtha, Laos",Beach
2290,3303,903,Local Bazaar - Vientiane,"Main Street, Vientiane, Laos",Market
2291,3303,901,Science Museum - Vientiane,"Main Street, Vientiane, Laos",Museum
2292,3303,904,Golden Sand Beach - Vientiane,"Main Street, Vientiane, Laos",Beach
2293,3303,901,Art Gallery - Vientiane,"Main Street, Vientiane, Laos",Museum
2294,3322,905,Eco Park - Cheras,"Main Street, Cheras, Malaysia",Park
2295,3322,902,Cathedral - Cheras,"Main Street, Cheras, Malaysia",Temple
2296,3322,902,Ancient Temple - Cheras,"Main Street, Cheras, Malaysia",Temple
2297,3322,903,Flea Market - Cheras,"Main Street, Cheras, Malaysia",Market
2298,3349,904,Sunset Cove - Kota Bharu,"Main Street, Kota Bharu, Malaysia",Beach
2299,3349,902,Grand Mosque - Kota Bharu,"Main Street, Kota Bharu, Malaysia",Temple
2300,3349,903,Farmers' Market - Kota Bharu,"Main Street, Kota Bharu, Malaysia",Market
2301,3349,902,Sacred Shrine - Kota Bharu,"Main Street, Kota Bharu, Malaysia",Temple
2302,3351,904,Golden Sand Beach - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia",Beach
2303,3351,903,Night Market - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia",Market
2304,3351,905,Wildlife Reserve - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia",Park
2305,3351,901,Cultural Heritage Center - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia",Museum
2306,3428,902,Ancient Temple - Yangon,"Main Street, Yangon, Myanmar",Temple
2307,3428,904,Paradise Beach - Yangon,"Main Street, Yangon, Myanmar",Beach
2308,3428,903,Flea Market - Yangon,"Main Street, Yangon, Myanmar",Market
2309,3428,902,Ancient Temple - Yangon,"Main Street, Yangon, Myanmar",Temple
2310,3430,903,Flea Market - Yangon Region,"Main Street, Yangon Region, Myanmar",Market
2311,3430,903,Night Market - Yangon Region,"Main Street, Yangon Region, Myanmar",Market
2312,3430,905,Botanical Garden - Yangon Region,"Main Street, Yangon Region, Myanmar",Park
2313,3430,904,Sunset Cove - Yangon Region,"Main Street, Yangon Region, Myanmar",Beach
2314,3427,903,Local Bazaar - Mandalay,"Main Street, Mandalay, Myanmar",Market
2315,3427,903,Flea Market - Mandalay,"Main Street, Mandalay, Myanmar",Market
2316,3427,902,Cathedral - Mandalay,"Main Street, Mandalay, Myanmar",Temple
2317,3427,905,Wildlife Reserve - Mandalay,"Main Street, Mandalay, Myanmar",Park
2318,3515,903,Night Market - Siargao Island,"Main Street, Siargao Island, Philippines",Market
2319,3515,905,Wildlife Reserve - Siargao Island,"Main Street, Siargao Island, Philippines",Park
2320,3515,901,Cultural Heritage Center - Siargao Island,"Main Street, Siargao Island, Philippines",Museum
2321,3515,902,Grand Mosque - Siargao Island,"Main Street, Siargao Island, Philippines",Temple
2322,3486,902,Grand Mosque - Moalboal,"Main Street, Moalboal, Philippines",Temple
2323,3486,902,Cathedral - Moalboal,"Main Street, Moalboal, Philippines",Temple
2324,3486,905,Botanical Garden - Moalboal,"Main Street, Moalboal, Philippines",Park
2325,3486,901,Science Museum - Moalboal,"Main Street, Moalboal, Philippines",Museum
2326,3497,902,Grand Mosque - Panglao,"Main Street, Panglao, Philippines",Temple
2327,3497,901,Science Museum - Panglao,"Main Street, Panglao, Philippines",Museum
2328,3497,904,Paradise Beach - Panglao,"Main Street, Panglao, Philippines",Beach
2329,3497,905,Botanical Garden - Panglao,"Main Street, Panglao, Philippines",Park
2330,3540,902,Ancient Temple - just back in Singapore,"Main Street, just back in Singapore, Singapore",Temple
2331,3540,904,Golden Sand Beach - just back in Singapore,"Main Street, just back in Singapore, Singapore",Beach
2332,3540,903,Local Bazaar - just back in Singapore,"Main Street, just back in Singapore, Singapore",Market
2333,3540,902,Sacred Shrine - just back in Singapore,"Main Street, just back in Singapore, Singapore",Temple
2334,3545,903,Flea Market - Pasir Ris,"Main Street, Pasir Ris, Singapore",Market
2335,3545,905,Wildlife Reserve - Pasir Ris,"Main Street, Pasir Ris, Singapore",Park
2336,3545,901,Art Gallery - Pasir Ris,"Main Street, Pasir Ris, Singapore",Museum
2337,3545,905,Eco Park - Pasir Ris,"Main Street, Pasir Ris, Singapore",Park
2338,3541,902,Cathedral - Lion City,"Main Street, Lion City, Singapore",Temple
2339,3541,903,Farmers' Market - Lion City,"Main Street, Lion City, Singapore",Market
2340,3541,905,Eco Park - Lion City,"Main Street, Lion City, Singapore",Park
2341,3541,901,Art Gallery - Lion City,"Main Street, Lion City, Singapore",Museum
2342,3599,903,Local Bazaar - Ko Lanta,"Main Street, Ko Lanta, Thailand",Market
2343,3599,904,Golden Sand Beach - Ko Lanta,"Main Street, Ko Lanta, Thailand",Beach
2344,3599,904,Sunset Cove - Ko Lanta,"Main Street, Ko Lanta, Thailand",Beach
2345,3599,903,Local Bazaar - Ko Lanta,"Main Street, Ko Lanta, Thailand",Market
2346,3581,901,Art Gallery - Chonburi,"Main Street, Chonburi, Thailand",Museum
2347,3581,905,Wildlife Reserve - Chonburi,"Main Street, Chonburi, Thailand",Park
2348,3581,904,Golden Sand Beach - Chonburi,"Main Street, Chonburi, Thailand",Beach
2349,3581,905,Eco Park - Chonburi,"Main Street, Chonburi, Thailand",Park
2350,3614,901,Cultural Heritage Center - Lop Buri,"Main Street, Lop Buri, Thailand",Museum
2351,3614,903,Night Market - Lop Buri,"Main Street, Lop Buri, Thailand",Market
2352,3614,902,Ancient Temple - Lop Buri,"Main Street, Lop Buri, Thailand",Temple
2353,3614,905,Wildlife Reserve - Lop Buri,"Main Street, Lop Buri, Thailand",Park
2354,3661,901,Cultural Heritage Center - Hai Phong,"Main Street, Hai Phong, Vietnam",Museum
2355,3661,905,Eco Park - Hai Phong,"Main Street, Hai Phong, Vietnam",Park
2356,3661,901,Cultural Heritage Center - Hai Phong,"Main Street, Hai Phong, Vietnam",Museum
2357,3661,904,Sunset Cove - Hai Phong,"Main Street, Hai Phong, Vietnam",Beach
2358,3669,903,Night Market - Hue,"Main Street, Hue, Vietnam",Market
2359,3669,905,Wildlife Reserve - Hue,"Main Street, Hue, Vietnam",Park
2360,3669,902,Sacred Shrine - Hue,"Main Street, Hue, Vietnam",Temple
2361,3669,905,Wildlife Reserve - Hue,"Main Street, Hue, Vietnam",Park
2362,3653,902,Sacred Shrine - Bac Ninh,"Main Street, Bac Ninh, Vietnam",Temple
2363,3653,904,Sunset Cove - Bac Ninh,"Main Street, Bac Ninh, Vietnam",Beach
2364,3653,905,Botanical Garden - Bac Ninh,"Main Street, Bac Ninh, Vietnam",Park
2365,3653,905,Wildlife Reserve - Bac Ninh,"Main Street, Bac Ninh, Vietnam",Park
2366,4503,902,Cathedral - Kings Beach,"Main Street, Kings Beach, Australia",Temple
2367,4503,902,Ancient Temple - Kings Beach,"Main Street, Kings Beach, Australia",Temple
2368,4503,902,Grand Mosque - Kings Beach,"Main Street, Kings Beach, Australia",Temple
2369,4503,901,Art Gallery - Kings Beach,"Main Street, Kings Beach, Australia",Museum
2370,5150,903,Farmers' Market - St Peters,"Main Street, St Peters, Australia",Market
2371,5150,901,Art Gallery - St Peters,"Main Street, St Peters, Australia",Museum
2372,5150,901,History Museum - St Peters,"Main Street, St Peters, Australia",Museum
2373,5150,905,Eco Park - St Peters,"Main Street, St Peters, Australia",Park
2374,3912,901,Science Museum - Brighton,"Main Street, Brighton, Australia",Museum
2375,3912,904,Golden Sand Beach - Brighton,"Main Street, Brighton, Australia",Beach
2376,3912,901,History Museum - Brighton,"Main Street, Brighton, Australia",Museum
2377,3912,902,Sacred Shrine - Brighton,"Main Street, Brighton, Australia",Temple
2378,5461,901,History Museum - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji",Museum
2379,5461,901,History Museum - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji",Museum
2380,5461,901,History Museum - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji",Museum
2381,5461,903,Flea Market - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji",Market
2382,5462,904,Paradise Beach - Denarau Island,"Main Street, Denarau Island, Fiji",Beach
2383,5462,901,Art Gallery - Denarau Island,"Main Street, Denarau Island, Fiji",Museum
2384,5462,902,Cathedral - Denarau Island,"Main Street, Denarau Island, Fiji",Temple
2385,5462,905,National Park - Denarau Island,"Main Street, Denarau Island, Fiji",Park
2386,5466,904,Golden Sand Beach - Viti Levu,"Main Street, Viti Levu, Fiji",Beach
2387,5466,905,Wildlife Reserve - Viti Levu,"Main Street, Viti Levu, Fiji",Park
2388,5466,904,Crystal Bay - Viti Levu,"Main Street, Viti Levu, Fiji",Beach
2389,5466,902,Ancient Temple - Viti Levu,"Main Street, Viti Levu, Fiji",Temple
2390,5468,904,Paradise Beach - French Polynesia,"Main Street, French Polynesia, French Polynesia",Beach
2391,5468,904,Golden Sand Beach - French Polynesia,"Main Street, French Polynesia, French Polynesia",Beach
2392,5468,902,Ancient Temple - French Polynesia,"Main Street, French Polynesia, French Polynesia",Temple
2393,5468,901,Cultural Heritage Center - French Polynesia,"Main Street, French Polynesia, French Polynesia",Museum
2394,5471,903,Flea Market - Tahiti,"Main Street, Tahiti, French Polynesia",Market
2395,5471,905,Wildlife Reserve - Tahiti,"Main Street, Tahiti, French Polynesia",Park
2396,5471,901,Cultural Heritage Center - Tahiti,"Main Street, Tahiti, French Polynesia",Museum
2397,5471,902,Cathedral - Tahiti,"Main Street, Tahiti, French Polynesia",Temple
2398,5469,905,Botanical Garden - Moorea,"Main Street, Moorea, French Polynesia",Park
2399,5469,904,Crystal Bay - Moorea,"Main Street, Moorea, French Polynesia",Beach
2400,5469,901,History Museum - Moorea,"Main Street, Moorea, French Polynesia",Museum
2401,5469,901,Cultural Heritage Center - Moorea,"Main Street, Moorea, French Polynesia",Museum
2402,5473,904,Crystal Bay - Guam,"Main Street, Guam, Mariana Islands",Beach
2403,5473,905,Botanical Garden - Guam,"Main Street, Guam, Mariana Islands",Park
2404,5473,902,Sacred Shrine - Guam,"Main Street, Guam, Mariana Islands",Temple
2405,5473,901,Art Gallery - Guam,"Main Street, Guam, Mariana Islands",Museum
2406,5475,901,Art Gallery - Tamuning,"Main Street, Tamuning, Mariana Islands",Museum
2407,5475,903,Flea Market - Tamuning,"Main Street, Tamuning, Mariana Islands",Market
2408,5475,904,Sunset Cove - Tamuning,"Main Street, Tamuning, Mariana Islands",Beach
2409,5475,901,Cultural Heritage Center - Tamuning,"Main Street, Tamuning, Mariana Islands",Museum
2410,5472,903,Local Bazaar - Dededo,"Main Street, Dededo, Mariana Islands",Market
2411,5472,904,Crystal Bay - Dededo,"Main Street, Dededo, Mariana Islands",Beach
2412,5472,905,Botanical Garden - Dededo,"Main Street, Dededo, Mariana Islands",Park
2413,5472,901,Cultural Heritage Center - Dededo,"Main Street, Dededo, Mariana Islands",Museum
2414,5477,903,Night Market - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands",Market
2415,5477,901,Art Gallery - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands",Museum
2416,5477,904,Sunset Cove - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands",Beach
2417,5477,904,Crystal Bay - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands",Beach
2418,5476,901,Science Museum - Ebeye Island,"Main Street, Ebeye Island, Marshall Islands",Museum
2419,5476,905,Eco Park - Ebeye Island,"Main Street, Ebeye Island, Marshall Islands",Park
2420,5476,901,History Museum - Ebeye Island,"Main Street, Ebeye Island, Marshall Islands",Museum
2421,5476,902,Sacred Shrine - Ebeye Island,"Main Street, Ebeye Island, Marshall Islands",Temple
2422,5479,905,National Park - Noumea,"Main Street, Noumea, New Caledonia",Park
2423,5479,905,Eco Park - Noumea,"Main Street, Noumea, New Caledonia",Park
2424,5479,901,Art Gallery - Noumea,"Main Street, Noumea, New Caledonia",Museum
2425,5479,901,Cultural Heritage Center - Noumea,"Main Street, Noumea, New Caledonia",Museum
2426,5478,903,Flea Market - Noum̩a,"Main Street, Noum̩a, New Caledonia",Market
2427,5478,905,Wildlife Reserve - Noum̩a,"Main Street, Noum̩a, New Caledonia",Park
2428,5478,904,Paradise Beach - Noum̩a,"Main Street, Noum̩a, New Caledonia",Beach
2429,5478,905,National Park - Noum̩a,"Main Street, Noum̩a, New Caledonia",Park
2430,5575,903,Night Market - North Shore,"Main Street, North Shore, New Zealand",Market
2431,5575,905,Eco Park - North Shore,"Main Street, North Shore, New Zealand",Park
2432,5575,904,Sunset Cove - North Shore,"Main Street, North Shore, New Zealand",Beach
2433,5575,902,Cathedral - North Shore,"Main Street, North Shore, New Zealand",Temple
2434,5495,903,Night Market - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand",Market
2435,5495,901,History Museum - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand",Museum
2436,5495,903,Farmers' Market - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand",Market
2437,5495,901,History Museum - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand",Museum
2438,5510,901,Science Museum - Devonport,"Main Street, Devonport, New Zealand",Museum
2439,5510,901,Cultural Heritage Center - Devonport,"Main Street, Devonport, New Zealand",Museum
2440,5510,903,Night Market - Devonport,"Main Street, Devonport, New Zealand",Market
2441,5510,904,Crystal Bay - Devonport,"Main Street, Devonport, New Zealand",Beach
2442,5680,904,Sunset Cove - Lae,"Main Street, Lae, Papua New Guinea",Beach
2443,5680,901,History Museum - Lae,"Main Street, Lae, Papua New Guinea",Museum
2444,5680,904,Crystal Bay - Lae,"Main Street, Lae, Papua New Guinea",Beach
2445,5680,901,History Museum - Lae,"Main Street, Lae, Papua New Guinea",Museum
2446,5681,902,Sacred Shrine - Port Moresby,"Main Street, Port Moresby, Papua New Guinea",Temple
2447,5681,901,Science Museum - Port Moresby,"Main Street, Port Moresby, Papua New Guinea",Museum
2448,5681,901,Science Museum - Port Moresby,"Main Street, Port Moresby, Papua New Guinea",Museum
2449,5681,905,Botanical Garden - Port Moresby,"Main Street, Port Moresby, Papua New Guinea",Park
2450,5682,904,Golden Sand Beach - Rabaul,"Main Street, Rabaul, Papua New Guinea",Beach
2451,5682,901,History Museum - Rabaul,"Main Street, Rabaul, Papua New Guinea",Museum
2452,5682,903,Farmers' Market - Rabaul,"Main Street, Rabaul, Papua New Guinea",Market
2453,5682,905,Wildlife Reserve - Rabaul,"Main Street, Rabaul, Papua New Guinea",Park
2454,5683,903,Local Bazaar - Solomon Islands,"Main Street, Solomon Islands, Solomon Islands",Market
2455,5683,905,Eco Park - Solomon Islands,"Main Street, Solomon Islands, Solomon Islands",Park
2456,5683,904,Golden Sand Beach - Solomon Islands,"Main Street, Solomon Islands, Solomon Islands",Beach
2457,5683,901,Cultural Heritage Center - Solomon Islands,"Main Street, Solomon Islands, Solomon Islands",Museum
2458,5684,904,Sunset Cove - Vava'u Islands,"Main Street, Vava'u Islands, Tonga",Beach
2459,5684,902,Grand Mosque - Vava'u Islands,"Main Street, Vava'u Islands, Tonga",Temple
2460,5684,903,Farmers' Market - Vava'u Islands,"Main Street, Vava'u Islands, Tonga",Market
2461,5684,901,Cultural Heritage Center - Vava'u Islands,"Main Street, Vava'u Islands, Tonga",Museum
2462,5686,902,Sacred Shrine - South Pacific,"Main Street, South Pacific, Vanuatu",Temple
2463,5686,901,Cultural Heritage Center - South Pacific,"Main Street, South Pacific, Vanuatu",Museum
2464,5686,905,Wildlife Reserve - South Pacific,"Main Street, South Pacific, Vanuatu",Park
2465,5686,902,Cathedral - South Pacific,"Main Street, South Pacific, Vanuatu",Temple
2466,5685,903,Local Bazaar - Port Vila,"Main Street, Port Vila, Vanuatu",Market
2467,5685,901,Art Gallery - Port Vila,"Main Street, Port Vila, Vanuatu",Museum
2468,5685,904,Golden Sand Beach - Port Vila,"Main Street, Port Vila, Vanuatu",Beach
2469,5685,904,Golden Sand Beach - Port Vila,"Main Street, Port Vila, Vanuatu",Beach
2470,5688,904,Paradise Beach - Europe,"Main Street, Europe, Europe",Beach
2471,5688,905,Botanical Garden - Europe,"Main Street, Europe, Europe",Park
2472,5688,903,Local Bazaar - Europe,"Main Street, Europe, Europe",Market
2473,5688,905,National Park - Europe,"Main Street, Europe, Europe",Park
2474,5687,903,Night Market - EU,"Main Street, EU, Europe",Market
2475,5687,902,Sacred Shrine - EU,"Main Street, EU, Europe",Temple
2476,5687,905,Botanical Garden - EU,"Main Street, EU, Europe",Park
2477,5687,904,Paradise Beach - EU,"Main Street, EU, Europe",Beach
2478,5722,904,Golden Sand Beach - Vorchdorf,"Main Street, Vorchdorf, Austria",Beach
2479,5722,904,Sunset Cove - Vorchdorf,"Main Street, Vorchdorf, Austria",Beach
2480,5722,905,Eco Park - Vorchdorf,"Main Street, Vorchdorf, Austria",Park
2481,5722,903,Night Market - Vorchdorf,"Main Street, Vorchdorf, Austria",Market
2482,5725,905,Eco Park - Wien,"Main Street, Wien, Austria",Park
2483,5725,904,Golden Sand Beach - Wien,"Main Street, Wien, Austria",Beach
2484,5725,903,Farmers' Market - Wien,"Main Street, Wien, Austria",Market
2485,5725,903,Farmers' Market - Wien,"Main Street, Wien, Austria",Market
2486,5693,903,Local Bazaar - Bali&Austria,"Main Street, Bali&Austria, Austria",Market
2487,5693,902,Sacred Shrine - Bali&Austria,"Main Street, Bali&Austria, Austria",Temple
2488,5693,901,Science Museum - Bali&Austria,"Main Street, Bali&Austria, Austria",Museum
2489,5693,904,Golden Sand Beach - Bali&Austria,"Main Street, Bali&Austria, Austria",Beach
2490,5735,902,Grand Mosque - Mlini,"Main Street, Mlini, Croatia",Temple
2491,5735,901,History Museum - Mlini,"Main Street, Mlini, Croatia",Museum
2492,5735,903,Night Market - Mlini,"Main Street, Mlini, Croatia",Market
2493,5735,904,Golden Sand Beach - Mlini,"Main Street, Mlini, Croatia",Beach
2494,5743,905,National Park - Trogir,"Main Street, Trogir, Croatia",Park
2495,5743,904,Sunset Cove - Trogir,"Main Street, Trogir, Croatia",Beach
2496,5743,901,Art Gallery - Trogir,"Main Street, Trogir, Croatia",Museum
2497,5743,901,Science Museum - Trogir,"Main Street, Trogir, Croatia",Museum
2498,5727,903,Flea Market - Baska,"Main Street, Baska, Croatia",Market
2499,5727,904,Crystal Bay - Baska,"Main Street, Baska, Croatia",Beach
2500,5727,901,Art Gallery - Baska,"Main Street, Baska, Croatia",Museum
2501,5727,903,Farmers' Market - Baska,"Main Street, Baska, Croatia",Market
2502,5788,904,Sunset Cove - South Moravian Region,"Main Street, South Moravian Region, Czech Republic",Beach
2503,5788,902,Ancient Temple - South Moravian Region,"Main Street, South Moravian Region, Czech Republic",Temple
2504,5788,904,Sunset Cove - South Moravian Region,"Main Street, South Moravian Region, Czech Republic",Beach
2505,5788,903,Night Market - South Moravian Region,"Main Street, South Moravian Region, Czech Republic",Market
2506,5775,902,Sacred Shrine - Lovosice,"Main Street, Lovosice, Czech Republic",Temple
2507,5775,904,Golden Sand Beach - Lovosice,"Main Street, Lovosice, Czech Republic",Beach
2508,5775,905,Botanical Garden - Lovosice,"Main Street, Lovosice, Czech Republic",Park
2509,5775,903,Flea Market - Lovosice,"Main Street, Lovosice, Czech Republic",Market
2510,5776,901,Art Gallery - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic",Museum
2511,5776,901,History Museum - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic",Museum
2512,5776,902,Ancient Temple - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic",Temple
2513,5776,904,Sunset Cove - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic",Beach
2514,5804,903,Night Market - Viimsi,"Main Street, Viimsi, Estonia",Market
2515,5804,902,Ancient Temple - Viimsi,"Main Street, Viimsi, Estonia",Temple
2516,5804,904,Golden Sand Beach - Viimsi,"Main Street, Viimsi, Estonia",Beach
2517,5804,905,Eco Park - Viimsi,"Main Street, Viimsi, Estonia",Park
2518,5803,901,Art Gallery - Tartu,"Main Street, Tartu, Estonia",Museum
2519,5803,905,Eco Park - Tartu,"Main Street, Tartu, Estonia",Park
2520,5803,901,History Museum - Tartu,"Main Street, Tartu, Estonia",Museum
2521,5803,902,Ancient Temple - Tartu,"Main Street, Tartu, Estonia",Temple
2522,5794,903,Local Bazaar - estonia,"Main Street, estonia, Estonia",Market
2523,5794,902,Ancient Temple - estonia,"Main Street, estonia, Estonia",Temple
2524,5794,902,Sacred Shrine - estonia,"Main Street, estonia, Estonia",Temple
2525,5794,902,Ancient Temple - estonia,"Main Street, estonia, Estonia",Temple
2526,6024,902,Grand Mosque - Wasserburg am Inn,"Main Street, Wasserburg am Inn, Germany",Temple
2527,6024,903,Farmers' Market - Wasserburg am Inn,"Main Street, Wasserburg am Inn, Germany",Market
2528,6024,902,Grand Mosque - Wasserburg am Inn,"Main Street, Wasserburg am Inn, Germany",Temple
2529,6024,901,Cultural Heritage Center - Wasserburg am Inn,"Main Street, Wasserburg am Inn, Germany",Museum
2530,5872,901,Art Gallery - Giessen,"Main Street, Giessen, Germany",Museum
2531,5872,904,Golden Sand Beach - Giessen,"Main Street, Giessen, Germany",Beach
2532,5872,901,Art Gallery - Giessen,"Main Street, Giessen, Germany",Museum
2533,5872,905,Eco Park - Giessen,"Main Street, Giessen, Germany",Park
2534,5815,901,Cultural Heritage Center - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany",Museum
2535,5815,902,Grand Mosque - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany",Temple
2536,5815,905,Botanical Garden - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany",Park
2537,5815,901,Art Gallery - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany",Museum
2538,6037,904,Paradise Beach - Balatonfured,"Main Street, Balatonfured, Hungary",Beach
2539,6037,903,Night Market - Balatonfured,"Main Street, Balatonfured, Hungary",Market
2540,6037,905,Eco Park - Balatonfured,"Main Street, Balatonfured, Hungary",Park
2541,6037,902,Grand Mosque - Balatonfured,"Main Street, Balatonfured, Hungary",Temple
2542,6050,901,History Museum - Sarvar,"Main Street, Sarvar, Hungary",Museum
2543,6050,901,History Museum - Sarvar,"Main Street, Sarvar, Hungary",Museum
